typ, name, text, locale
column,EmsClusterPerformance.max_mem_usage_absolute_average_low_over_time_period_without_overhead,Memory - Peak Aggregate Usage of Allocated for Child Hosts for Collected Intervals Without Host Overhead 30 Day Low Avg (%),en
column,EmsClusterPerformance.max_mem_usage_absolute_average_high_over_time_period,Memory - Peak Aggregate Usage of Allocated for Child Hosts for Collected Intervals 30 Day High Avg (%),en
column,EmsClusterPerformance.max_mem_usage_absolute_average_high_over_time_period_without_overhead,Memory - Peak Aggregate Usage of Allocated for Child Hosts for Collected Intervals Without Host Overhead 30 Day High Avg (%),en

column,max_net_usage_rate_average,Network I/O - Peak Avg for Collected Intervals (KBps),en
column,EmsClusterPerformance.max_net_usage_rate_average,Network I/O - Peak Avg for Child Hosts for Collected Intervals (KBps),en

column,max_sys_uptime_absolute_latest,Uptime - Peak Uptime for Collected Intervals (Seconds),en
column,max_trend_value,Max,en
column,max_v_derived_storage_used,Disk Space Max Used,en
column,memory_cpu,RAM,en
column,mem_cpu,Memory,en
column,memory_size,Memory Usage,en

column,min_mem_vmmemctl_absolute_average,Memory - Balloon Min Average,en
column,min_mem_vmmemctltarget_absolute_average,Memory - Balloon Target Min Average,en
column,min_mem_swapin_absolute_average,Memory - Swap In Min Average,en
column,min_mem_swapout_absolute_average,Memory - Swap Out Min Average,en
column,min_mem_swapped_absolute_average,Memory - Swapped Min Average,en
column,min_mem_swaptarget_absolute_average,Memory - Swap Min Target Average,en
column,mem_vmmemctl_absolute_average,Memory - Balloon Average,en
column,mem_vmmemctltarget_absolute_average,Memory - Balloon Target Average,en
column,mem_swapin_absolute_average,Memory - Swap In Average,en
column,mem_swapout_absolute_average,Memory - Swap Out Average,en
column,mem_swapped_absolute_average,Memory - Swapped Average,en
column,mem_swaptarget_absolute_average,Memory - Swap Target Average,en
column,max_mem_vmmemctl_absolute_average,Memory - Balloon Max Average,en
column,max_mem_vmmemctltarget_absolute_average,Memory - Balloon Target Max Average,en
column,max_mem_swapin_absolute_average,Memory - Swap In Max Average,en
column,max_mem_swapout_absolute_average,Memory - Swap Out Max Average,en
column,max_mem_swapped_absolute_average,Memory - Swapped Max Average,en
column,max_mem_swaptarget_absolute_average,Memory - Swap Target Max Average,en

column,mem_usage_absolute_average,Memory - Usage of Total Allocated (%),en
column,EmsClusterPerformance.mem_usage_absolute_average,Memory - Avg Usage of Total Allocated for Collected Intervals (%),en

column,min_cpu_usagemhz_rate_average,CPU - Min Usage for Collected Intervals (MHz),en
column,EmsClusterPerformance.min_cpu_usagemhz_rate_average,CPU - Min Usage Rate Avg for Child Hosts for Collected Intervals (MHz),en

column,min_cpu_usage_rate_average,CPU - Min Usage Rate for Collected Intervals (%),en
column,EmsClusterPerformance.min_cpu_usage_rate_average,CPU - Min Usage Rate Avg for Child Hosts for Collected Intervals (%),en

column,min_derived_host_count_off,State - Min Number of Hosts Powered Off  - Hourly Count / Daily Avg,en
column,min_derived_host_count_on,State - Min Number of Hosts Powered On  - Hourly Count / Daily Avg,en

column,min_derived_memory_used,Memory - Minimum Aggregate Avg Used for Child VMs for Collected Intervals (MB),en
column,VmPerformance.min_derived_memory_used,Memory - Minimum Avg Used for Collected Intervals (MB),en

column,min_derived_storage_free,Disk Space Min Free,en
column,min_derived_vm_count_off,State - Min Number of VMs Powered Off  - Hourly Count / Daily Avg,en
column,min_derived_vm_count_on,State - Min Number of VMs Powered On  - Hourly Count / Daily Avg,en
column,min_trend_value,Min,en
column,min_v_derived_storage_used,Disk Space Min Used,en

column,min_disk_usage_rate_average,Disk I/O - Min Avg for Collected Intervals (KBps),en
column,EmsClusterPerformance.min_disk_usage_rate_average,Disk I/O - Min Avg for Child Hosts for Collected Intervals (KBps),en

column,min_mem_usage_absolute_average,Memory - Min Usage of Allocated for Collected Intervals (%),en
column,EmsClusterPerformance.min_mem_usage_absolute_average,Memory - Min Aggregate Usage of Allocated for Child Hosts for Collected Intervals (%),en

column,min_net_usage_rate_average,Network I/O - Min Avg for Collected Intervals (KBps),en
column,EmsClusterPerformance.min_net_usage_rate_average,Network I/O - Min Avg for Child Hosts for Collected Intervals (KBps),en

column,min_sys_uptime_absolute_latest,Uptime - Minimum Time Between Startups for Collected Intervals (Seconds),en
column,multiplehostaccess,Multiple Host Access,en

column,net_usage_rate_average,Network I/O - Avg (KBps),en
column,EmsClusterPerformance.net_usage_rate_average,Network I/O - Aggregate of Avg for Child Hosts (KBps),en
column,mode,Type,en

column,nfs_other_latency,Usage (NFS) - Time for Other Operations Avg,en
column,nfs_other_latency_max,Usage (NFS) - Time for Other Operations Avg Max,en
column,nfs_other_latency_min,Usage (NFS) - Time for Other Operations Avg Min,en
column,nfs_other_ops,Usage (NFS) - Number of Other Operations per Second,en
column,nfs_other_ops_max,Usage (NFS) - Number of Other Operations per Second Max,en
column,nfs_other_ops_min,Usage (NFS) - Number of Other Operations per Second Min,en
column,nfs_read_data,Usage (NFS) - Bytes Read per Second,en
column,nfs_read_data_max,Usage (NFS) - Bytes Read per Second Max,en
column,nfs_read_data_min,Usage (NFS) - Bytes Read per Second Min,en
column,nfs_read_latency,Usage (NFS) - Time for Reads Avg,en
column,nfs_read_latency_max,Usage (NFS) - Time for Reads Avg Max,en
column,nfs_read_latency_min,Usage (NFS) - Time for Reads Avg Min,en
column,nfs_read_ops,Usage (NFS) - Number of Reads per Second,en
column,nfs_read_ops_max,Usage (NFS) - Number of Reads per Second Max,en
column,nfs_read_ops_min,Usage (NFS) - Number of Reads per Second Min,en
column,nfs_write_data,Usage (NFS) - Bytes Written per Second,en
column,nfs_write_data_max,Usage (NFS) - Bytes Written per Second Max,en
column,nfs_write_data_min,Usage (NFS) - Bytes Written per Second Min,en
column,nfs_write_latency,Usage (NFS) - Time for Writes Avg,en
column,nfs_write_latency_max,Usage (NFS) - Time for Writes Avg Max,en
column,nfs_write_latency_min,Usage (NFS) - Time for Writes Avg Min,en
column,nfs_write_ops,Usage (NFS) - Number of Writes per Second,en
column,nfs_write_ops_max,Usage (NFS) - Number of Writes per Second Max,en
column,nfs_write_ops_min,Usage (NFS) - Number of Writes per Second Min,en

column,notify_automate,Management Event Raised,en
column,notify_email,Email,en
column,notify_evm_event,Event on Timeline,en
column,notify_snmp,SNMP,en
column,num_cpu,Number of CPUs,en
column,num_hard_disks,Number of Hard Disks,en
column,num_disks,Number of Disks,en
column,numvcpus,Number of CPUs,en
column,ldap_group,LDAP Group,en

column,os_image_name,OS Name,en
column,other_latency,Usage (Other) - Time for Other Operations Avg,en
column,other_latency_max,Usage (Other) - Time for Other Operations Avg Max,en
column,other_latency_min,Usage (Other) - Time for Other Operations Avg Min,en
column,other_ops,Usage (Other) - Number of Other Operations per Second,en
column,other_ops_max,Usage (Other) - Number of Other Operations per Second Max,en
column,other_ops_min,Usage (Other) - Number of Other Operations per Second Miin,en
column,overallocated_vcpus_pct,CPU - % Overallocated,en
column,overallocated_mem_pct,Memory - % Overallocated,en
column,owned_by_current_user,Owned by Me?,en
column,owned_by_current_ldap_group,In My LDAP Group?,en
column,owning_ldap_group,LDAP Group,en
column,parent_blue_folder_1_name,Folder Name (VMs & Templates) 1,en
column,parent_blue_folder_2_name,Folder Name (VMs & Templates) 2,en
column,parent_blue_folder_3_name,Folder Name (VMs & Templates) 3,en
column,parent_blue_folder_4_name,Folder Name (VMs & Templates) 4,en
column,parent_blue_folder_5_name,Folder Name (VMs & Templates) 5,en
column,parent_blue_folder_6_name,Folder Name (VMs & Templates) 6,en
column,parent_blue_folder_7_name,Folder Name (VMs & Templates) 7,en
column,parent_blue_folder_8_name,Folder Name (VMs & Templates) 8,en
column,parent_blue_folder_9_name,Folder Name (VMs & Templates) 9,en
column,partitions_aligned,Partitions Aligned,en
column,percent_cpu,CPU %,en
column,percent_memory,Memory %,en
column,pid,PID,en
column,provisioned_storage,Total Provisioned Space,en
column,ram_size,RAM Size (MB),en
column,read_data,Usage (Other) - Bytes Read per Second,en
column,read_data_max,Usage (Other) - Bytes Read per Second Max,en
column,read_data_min,Usage (Other) - Bytes Read per Second Min,en
column,read_latency,Usage (Other) - Time for Reads Avg,en
column,read_latency_max,Usage (Other) - Time for Reads Avg Max,en
column,read_latency_min,Usage (Other) - Time for Reads Avg Min,en
column,read_ops,Usage (Other) - Number of Reads per Second,en
column,read_ops_max,Usage (Other) - Number of Reads per Second Max,en
column,read_ops_min,Usage (Other) - Number of Reads per Second Min,en
column,resource_name,Asset Name,en
column,ems_cloud.total_miq_templates,Total Images,en
column,availability_zone.total_vms,Total Instances,en
column,ems_cloud.total_vms,Total Instances,en
column,flavor.total_vms,Total Instances,en
column,total_vms_on,Total VMs Powered On,en
column,total_vms_off,Total VMs Powered Off,en
column,total_vms_unknown,Total VMs Powered Unknown,en
column,total_vms_never,Total VMs Powered Never,en
column,total_vms_suspended,Total VMs Power Suspended,en

#
# Right-Sizing Recommendations
#
column,recommended_mem,Memory - Recommendation,en
column,recommended_vcpus,CPU - Recommendation,en

column,aggressive_recommended_mem,Memory - Aggressive Recommendation,en
column,aggressive_recommended_vcpus,CPU - Aggressive Recommendation,en
column,aggressive_vcpus_recommended_change,CPU - Aggressive Recommendation Savings,en
column,aggressive_vcpus_recommended_change_pct,CPU - Aggressive Recommendation Savings (%),en
column,aggressive_mem_recommended_change,Memory - Aggressive Recommendation Savings,en
column,aggressive_mem_recommended_change_pct,Memory - Aggressive Recommendation Savings (%),en

column,moderate_recommended_mem,Memory - Moderate Recommendation,en
column,moderate_recommended_vcpus,CPU - Moderate Recommendation,en
column,moderate_vcpus_recommended_change,CPU - Moderate Recommendation Savings,en
column,moderate_vcpus_recommended_change_pct,CPU - Moderate Recommendation Savings (%),en
column,moderate_mem_recommended_change,Memory - Moderate Recommendation Savings,en
column,moderate_mem_recommended_change_pct,Memory - Moderate Recommendation Savings (%),en

column,conservative_recommended_mem,Memory - Conservative Recommendation,en
column,conservative_recommended_vcpus,CPU - Conservative Recommendation,en
column,conservative_vcpus_recommended_change,CPU - Conservative Recommendation Savings,en
column,conservative_vcpus_recommended_change_pct,CPU - Conservative Recommendation Savings (%),en
column,conservative_mem_recommended_change,Memory - Conservative Recommendation Savings,en
column,conservative_mem_recommended_change_pct,Memory - Conservative Recommendation Savings (%),en

column,san_other_latency,Usage (Other) - Time for Other Block Protocol Operations Avg,en
column,san_other_latency_max,Usage (Other) - Time for Other Block Protocol Operations Avg Max,en
column,san_other_latency_min,Usage (Other) - Time for Other Block Protocol Operations Avg Min,en
column,san_other_ops,Usage (Block Protocol) - Number of Other Operations per Second,en
column,san_other_ops_max,Usage (Block Protocol) - Number of Other Operations per Second Max,en
column,san_other_ops_min,Usage (Block Protocol) - Number of Other Operations per Second Min,en
column,san_read_data,Usage (Block Protocol) - Bytes Read per Second,en
column,san_read_data_max,Usage (Block Protocol) - Bytes Read per Second Max,en
column,san_read_data_min,Usage (Block Protocol) - Bytes Read per Second Min,en
column,san_read_latency,Usage (Block Protocol) - Time for Reads Avg,en
column,san_read_latency_max,Usage (Block Protocol) - Time for Reads Avg Max,en
column,san_read_latency_min,Usage (Block Protocol) - Time for Reads Avg Min,en
column,san_read_ops,Usage (Block Protocol) - Number of Reads per Second,en
column,san_read_ops_max,Usage (Block Protocol) - Number of Reads per Second Max,en
column,san_read_ops_min,Usage (Block Protocol) - Number of Reads per Second Min,en
column,san_write_data,Usage (Block Protocol) - Bytes Written per Second,en
column,san_write_data_max,Usage (Block Protocol) - Bytes Written per Second Max,en
column,san_write_data_min,Usage (Block Protocol) - Bytes Written per Second Min,en
column,san_write_latency,Usage (Block Protocol) - Time for Writes Avg,en
column,san_write_latency_max,Usage (Block Protocol) - Time for Writes Avg Max,en
column,san_write_latency_min,Usage (Block Protocol) - Time for Writes Avg Min,en
column,san_write_ops,Usage (Block Protocol) - Number of Writes per Second,en
column,san_write_ops_max,Usage (Block Protocol) - Number of Writes per Second Max,en
column,san_write_ops_min,Usage (Block Protocol) - Number of Writes per Second Min,en

column,column,slope,Slope,en
column,src_host_name,Source Host Name,en
column,src_vm_location,Source VM Location,en
column,src_vm_name,Source VM Name,en
column,ssh_permit_root_login,SSH Root Access,en
column,start_trend_value,Start,en
column,svc_type,Service Type,en
column,sys_uptime_absolute_latest,Asset - Uptime (Seconds),en
column,thin_provisioned,Thin Provisioned,en
column,timestamp,Activity Sample - Timestamp (Day/Time),en
column,total_ops,Usage (All) - Number of Operations per Second,en
column,total_ops_max,Usage (All) - Number of Operations per Second Max,en
column,total_ops_min,Usage (All) - Number of Operations per Second Min,en

column,trend_cpu_usagemhz_rate_average,CPU Average Used MHz Trend,en
column,trend_max_cpu_usagemhz_rate_average,CPU Max Used MHz Trend,en
column,trend_derived_memory_used,Memory Average Used Trend,en
column,trend_max_derived_memory_used,Memory Max Used Trend,en
column,trend_max_disk_usage_rate_average,Disk I/O Max Trend,en
column,trend_max_net_usage_rate_average,Network I/O Max Trend,en
column,trend_v_derived_storage_used,Disk Space Average Trend,en
column,trend_max_v_derived_storage_used,Disk Space Max Trend,en

column,typename,Type Name,en
column,uid,UID,en
column,uncommitted_storage,Uncommitted Space,en
column,updated_at,Date Updated,en
column,updated_on,Date Updated,en
column,used_disk_storage,Total Used Disk Space,en
column,used_percent_of_provisioned,Percent Used Provisioned Space,en
column,used_storage_by_state,Currently Used Space,en
column,v_arch,Architecture,en
column,v_cpu_vr_ratio,CPU Cores Virtual to Real Ratio,en
column,v_datastore_path,Datastore Path,en
column,v_date,Activity Sample - Day (MM DD YY),en
column,v_debris_percent_of_used,Non-VM Files Percent of Used,en
column,v_derived_storage_used,Capacity - Used Space (B),en
column,v_direct_vms,Direct VMs,en
column,v_disk_percent_of_used,Disk Files Percent of Used,en
column,v_free_space_percent_of_total,Free Space Percent of Total,en
column,v_host_vmm_product,Parent Host Platform,en
column,v_is_a_template,Is a Template,en
column,v_memory_percent_of_used,VM Memory Files Percent of Used,en
column,v_message,Message,en
column,v_owning_cluster,Parent Cluster,en
column,v_owning_datacenter,Parent Datacenter,en
column,v_owning_folder,Parent Folder (Hosts & Clusters),en
column,v_owning_folder_path,Parent Folder Path (Hosts & Clusters),en
column,v_owning_blue_folder,Parent Folder (VMs & Templates),en
column,v_owning_blue_folder_path,Parent Folder Path (VMs & Templates),en
column,v_owning_resource_pool,Parent Resource Pool,en
column,v_parent_cluster,Parent Cluster,en
column,v_parent_host,Parent Host,en
column,v_parent_folder,Parent Folder,en
column,v_parent_datacenter,Parent Datacenter,en
column,v_parent_resource_pool,Parent Resource Pool,en
column,v_pct_cpu_ready_delta_summation,CPU - % Ready,en
column,v_pct_cpu_used_delta_summation,CPU - % Used,en
column,v_pct_cpu_wait_delta_summation,CPU - % Wait,en

column,capacity_profile_1_vcpu_method,Capacity - Profile 1 - vCPU Calculation Method,en
column,capacity_profile_1_memory_method,Capacity - Profile 1 - Memory Calculation Method,en
column,capacity_profile_1_vcpu_commitment_ratio,Capacity - Profile 1 - vCPU Commitment Ratio,en
column,capacity_profile_1_memory_commitment_ratio,Capacity - Profile 1 - Memory Commitment Ratio,en
column,capacity_profile_1_vcpu_maximum,Capacity - Profile 1 - Maximum vCPU per VM,en
column,capacity_profile_1_vcpu_minimum,Capacity - Profile 1 - Minimum vCPU per VM,en
column,capacity_profile_1_memory_maximum,Capacity - Profile 1 - Maximum Memory per VM,en
column,capacity_profile_1_memory_minimum,Capacity - Profile 1 - Minimum Memory per VM,en
column,capacity_profile_1_available_host_vcpu,Capacity - Profile 1 - Total CPU with HA,en
column,capacity_profile_1_available_host_memory,Capacity - Profile 1 - Total Memory with HA,en
column,capacity_profile_1_remaining_host_vcpu,Capacity - Profile 1 - Available vCPUs for New VMs,en
column,capacity_profile_1_remaining_host_memory,Capacity - Profile 1 - Available Memory for New VMs,en
column,capacity_profile_1_vcpu_per_vm,Capacity - Profile 1 - Number of vCPUs per VM,en
column,capacity_profile_1_memory_per_vm,Capacity - Profile 1 - Memory per VM,en
column,capacity_profile_1_vcpu_per_vm_with_min_max,Capacity - Profile 1 - Number of vCPUs per VM Used in Calculation,en
column,capacity_profile_1_memory_per_vm_with_min_max,Capacity - Profile 1 - Memory per VM Used in Calculation,en
column,capacity_profile_1_projected_vm_count_based_on_vcpu,Capacity - Profile 1 - VM Count based on vCPU,en
column,capacity_profile_1_projected_vm_count_based_on_memory,Capacity - Profile 1 - VM Count based on Memory,en
column,capacity_profile_1_projected_vm_count_based_on_all,Capacity - Profile 1 - VM Count (combined),en
column,capacity_profile_1_remaining_vm_count_based_on_vcpu,Capacity - Profile 1 - Available VM Count based on vCPU,en
column,capacity_profile_1_remaining_vm_count_based_on_memory,Capacity - Profile 1 - Available VM Count based on Memory,en
column,capacity_profile_1_remaining_vm_count_based_on_all,Capacity - Profile 1 - Available VM Count (combined),en

column,capacity_profile_2_vcpu_method,Capacity - Profile 2 - vCPU Calculation Method,en
column,capacity_profile_2_memory_method,Capacity - Profile 2 - Memory Calculation Method,en
column,capacity_profile_2_vcpu_commitment_ratio,Capacity - Profile 2 - vCPU Commitment Ratio,en
column,capacity_profile_2_memory_commitment_ratio,Capacity - Profile 2 - Memory Commitment Ratio,en
column,capacity_profile_2_vcpu_maximum,Capacity - Profile 2 - Maximum vCPU per VM (Mhz),en
column,capacity_profile_2_vcpu_minimum,Capacity - Profile 2 - Minimum vCPU per VM (Mhz),en
column,capacity_profile_2_memory_maximum,Capacity - Profile 2 - Maximum Memory per VM,en
column,capacity_profile_2_memory_minimum,Capacity - Profile 2 - Minimum Memory per VM,en
column,capacity_profile_2_available_host_vcpu,Capacity - Profile 2 - CPU Effective with HA (Mhz),en
column,capacity_profile_2_available_host_memory,Capacity - Profile 2 - Memory Effective with HA,en
column,capacity_profile_2_remaining_host_vcpu,Capacity - Profile 2 - Available vCPUs for New VMs (Mhz),en
column,capacity_profile_2_remaining_host_memory,Capacity - Profile 2 - Available Memory for New VMs,en
column,capacity_profile_2_vcpu_per_vm,Capacity - Profile 2 - CPU Peak Avg per VM (Mhz),en
column,capacity_profile_2_memory_per_vm,Capacity - Profile 2 - Memory per VM,en
column,capacity_profile_2_vcpu_per_vm_with_min_max,Capacity - Profile 2 - CPU Peak Avg per VM Used in Calculation (Mhz),en
column,capacity_profile_2_memory_per_vm_with_min_max,Capacity - Profile 2 - Memory per VM Used in Calculation,en
column,capacity_profile_2_projected_vm_count_based_on_vcpu,Capacity - Profile 2 - VM Count based on vCPU,en
column,capacity_profile_2_projected_vm_count_based_on_memory,Capacity - Profile 2 - VM Count based on Memory,en
column,capacity_profile_2_projected_vm_count_based_on_all,Capacity - Profile 2 - VM Count (combined),en
column,capacity_profile_2_remaining_vm_count_based_on_vcpu,Capacity - Profile 2 - Available VM Count based on vCPU,en
column,capacity_profile_2_remaining_vm_count_based_on_memory,Capacity - Profile 2 - Available VM Count based on Memory,en
column,capacity_profile_2_remaining_vm_count_based_on_all,Capacity - Profile 2 - Available VM Count (combined),en

column,v_qualified_desc,Cluster in Datacenter,en
column,v_size_numeric,Size,en
column,v_ram_vr_ratio,Memory Virtual to Real Ratio,en
column,v_snapshot_percent_of_used,Snapshot Files Percent of Used,en
column,v_time,Activity Sample - Time (HH MM SS),en
column,v_total_debris_size,Size of Non-VM Files,en
column,v_total_disk_size,Size of VM Provisioned Disk Files,en
column,v_total_hosts,Total Hosts,en
column,v_total_memory_size,Size of VM Memory Files,en
column,v_total_snapshot_size,Size of VM Snapshot Files,en
column,v_total_snapshots,Total Snapshots,en
column,v_total_storages,Total Datastores,en
column,v_total_vm_misc_size,Size of Other VM Files,en
column,v_total_vm_ram_size,Size of VM Memory Files,en
column,v_total_vms,Total VMs,en
column,v_used_space,Used Space,en
column,v_used_space_percent_of_total,Used Space Percent of Total,en
column,v_vm_misc_percent_of_used,Other VM Files Percent of Used,en
column,v_memory_percent_of_used,VM Memory Files Percent of Used,en
column,v_pct_free_disk_space,Pct Free Disk,en
column,v_total_provisioned,Total Provisioned Space,en
column,v_provisioned_percent_of_total,Provisioned Space Percent of Total,en
column,virtual_hw_version,Virtual Hardware Version,en
column,vmsafe_enable,VMsafe Enable,en
column,vmsafe_agent_address,VMsafe Agent Address,en
column,vmsafe_agent_port,VMsafe Agent Port,en
column,vmsafe_fail_open,VMsafe Fail Open,en
column,vmsafe_immutable_vm,VMsafe Immutable VM,en
column,vmsafe_timeout_ms,VMsafe Timeout (ms),en
column,vmm_buildnumber,VMM Build Number,en
column,vmm_product,VMM Platform,en
column,vmm_vendor,VMM Vendor,en
column,vmm_version,VMM Version,en
column,write_data,Usage (All) - Bytes Written per Second,en
column,write_data_max,Usage (All) - Bytes Written per Second Max,en
column,write_data_min,Usage (All) - Bytes Written per Second Min,en
column,write_latency,Usage (All) - Time for Writes Avg,en
column,write_latency_max,Usage (All) - Time for Writes Avg Max,en
column,write_latency_min,Usage (All) - Time for Writes Avg Min,en
column,write_ops,Usage (All) - Number of Writes per Second,en
column,write_ops_max,Usage (All) - Number of Writes per Second Max,en
column,write_ops_min,Usage (All) - Number of Writes per Second Min,en
column,ws_port,Web Services Port,en
column,ems_created_on,Created on Time,en
column,zone_name,EVM Zone,en
#
# Chargeback
#
column,vm_name,VM Name,en
column,display_range,Date Range,en
column,owner_name,Owner,en
column,cpu_allocated_cost,vCPUs Allocated Cost,en
column,cpu_allocated_metric,vCPUs Allocated over Time Period,en
column,cpu_used_cost,CPU Used Cost,en
column,cpu_used_metric,CPU Used,en
column,cpu_cost,CPU Total Cost,en
column,cpu_metric,CPU Total,en
column,memory_allocated_cost,Memory Allocated Cost,en
column,memory_allocated_metric,Memory Allocated over Time Period,en
column,memory_used_cost,Memory Used Cost,en
column,memory_used_metric,Memory Used,en
column,memory_cost,Memory Total Cost,en
column,memory_metric,Memory Total,en
column,storage_allocated_cost,Storage Allocated Cost,en
column,storage_allocated_metric,Storage Allocated,en
column,storage_used_cost,Storage Used Cost,en
column,storage_used_metric,Storage Used,en
column,storage_cost,Storage Total Cost,en
column,storage_metric,Storage Total,en
column,disk_io_used_cost,Disk I/O Used Cost,en
column,disk_io_used_metric,Disk I/O Used,en
column,disk_io_cost,Disk I/O Total Cost,en
column,disk_io_metric,Disk I/O Total,en
column,net_io_used_cost,Network I/O Used Cost,en
column,net_io_used_metric,Network I/O Used,en
column,net_io_cost,Network I/O Total Cost,en
column,net_io_metric,Network I/O Total,en
column,fixed_compute_1_cost,Fixed Compute Cost 1,en
column,fixed_compute_2_cost,Fixed Compute Cost 2,en
column,fixed_storage_1_cost,Fixed Storage Cost 1,en
column,fixed_storage_2_cost,Fixed Storage Cost 2,en
column,fixed_cost,Fixed Total Cost,en
column,total_cost,Total Cost,en
#
# Storage derived statistic columns
#
column,statistic_time,Activity Sample - Timestamp (Day/Time),en
column,v_statistic_date,Activity Sample - Day (MM DD YY),en
column,v_statistic_time,Activity Sample - Time (HH MM SS),en
column,interval,Interval,en
column,k_bytes_read_per_sec,Read (KBps),en
column,k_bytes_written_per_sec,Written (KBps),en
column,k_bytes_transferred_per_sec,Transferred (KBps),en
column,read_ios_per_sec,Read (IOPS),en
column,read_hit_ios_per_sec,Read Hit (IOPS),en
column,write_ios_per_sec,Write (IOPS),en
column,write_hit_ios_per_sec,Write Hit (IOPS),en
column,total_ios_per_sec,Total (IOPS),en
column,avg_read_size,Average Read Size,en
column,avg_write_size,Average Write Size,en
column,pct_read,Read %,en
column,pct_write,Write %,en
column,pct_hit,Hit %,en
column,utilization,Utilization %,en
column,response_time_sec,Response Time (Seconds),en
column,queue_depth,Queue Depth,en
column,service_time_sec,Service Time (Seconds),en
column,wait_time_sec,Wait Time (Seconds),en
#
# Misc entries
#
option,email,E-Mail,en
option,name_prefix,VM Name/Prefix,en
option,number_of_vms,Number of VMs,en
option,source_vm_id,Source VM,en
option,storage,Datastore,en
option,time_to_live,Time until Retirement,en
option,ttl_warning,Retirement Warning,en
option,vm_description,VM Description,en
host_os_type,windows_generic,Windows,en
host_os_type,linux_generic,Linux,en
discover_types,msvirtualserver,MS vCenter,en
discover_types,virtualcenter,VMware vCenter,en
discover_types,esx,ESX,en
discover_types,scvmm,Microsoft System Center VMM,en
discover_types,vmwareserver,VMware Server,en
discover_types,hyperv,Hyper-V,en
discover_types,kvm,KVM,en
discover_types,ipmi,IPMI,en
discover_types,rhevm,Red Hat Enterprise Virtualization Manager,en
compare,Vm,VM Properties,en
compare,VmOrTemplate,Workload,en
compare,Host,Host Properties,en
rate_detail_group,cpu,CPU,en
rate_detail_group,disk_io,Disk I/O,en
rate_detail_group,fixed,Fixed,en
rate_detail_group,memory,Memory,en
rate_detail_group,net_io,Network I/O,en
rate_detail_group,storage,Storage,en
task,destroy,delete,en
task,retire_now,retirement,en
task,scan,analysis,en
task,check_compliance_queue,check compliance,en
task,reboot_guest,restart guest,en
ui_action,advanced_settings,Advanced Settings,en
ui_action,hv_info,Container,en
ui_action,disks,Number of Disks,en
ui_action,drift_history,Drift History,en
ui_action,event_logs,Event Logs,en
ui_action,linux_initprocesses,Init Processes,en
ui_action,groups,Groups,en
ui_action,guest_applications,Guest Applications,en
ui_action,filesystems,Filesystems,en
ui_action,filesystem_drivers,Filesystem Drivers,en
ui_action,kernel_drivers,Kernel Drivers,en
ui_action,parent_vm,Parent VM,en
ui_action,patches,Patches,en
ui_action,processes,Running Processes,en
ui_action,os_info,OS Info,en
ui_action,registry_items,Registry Items,en
ui_action,resources_info,Resources,en
ui_action,scan_history,Scan History,en
ui_action,snapshot_info,Snapshots,en
ui_action,users,Users,en
ui_action,vmtree_info,Genealogy,en
ui_action,win32_services,Win32 Services,en
